"customer_id","customer_name","order_id","product_id","product_name","category","sub_category","order_date","ship_date","ship_mode","segment","region","state","city","sales","order_month","order_year","quantity_orders","customer_id:1","customer_name:1","orders_quantity","orders_sum","avg_order","last_order","last_order_day","rfm_recency","rfm_frequency","rfm_monetary","rfm_cell","rfm_cell_string","rfm_segment"
EH-14125,Eugene Hildebrand,CA-2018-112725,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,Furniture,Chairs,"2018-01-30 00:00:00","2018-02-06 00:00:00",Standard Class,Home Office,West,California,San Francisco,120.78,1,2018,3,EH-14125,Eugene Hildebrand,3,720.24,102.89,"2018-07-31 00:00:00",152,4,3,3,10,"433",Потерянные клиенты
RB-19330,Randy Bradley,CA-2018-106068,OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,Binders,"2018-10-23 00:00:00","2018-10-28 00:00:00",Standard Class,Consumer,Central,Texas,Austin,9.76,10,2018,1,RB-19330,Randy Bradley,1,337.82,84.45,"2018-10-23 00:00:00",68,3,1,2,6,"312",Спящие клиенты
RB-19330,Randy Bradley,CA-2018-106068,OFF-ST-10004507,Advantus Rolling Storage Box,Office Supplies,Storage,"2018-10-23 00:00:00","2018-10-28 00:00:00",Standard Class,Consumer,Central,Texas,Austin,13.72,10,2018,1,RB-19330,Randy Bradley,1,337.82,84.45,"2018-10-23 00:00:00",68,3,1,2,6,"312",Спящие клиенты
RB-19330,Randy Bradley,CA-2018-106068,TEC-AC-10002942,WD My Passport Ultra 1TB Portable External Hard Drive,Technology,Accessories,"2018-10-23 00:00:00","2018-10-28 00:00:00",Standard Class,Consumer,Central,Texas,Austin,55.2,10,2018,1,RB-19330,Randy Bradley,1,337.82,84.45,"2018-10-23 00:00:00",68,3,1,2,6,"312",Спящие клиенты
RB-19330,Randy Bradley,CA-2018-106068,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",Office Supplies,Storage,"2018-10-23 00:00:00","2018-10-28 00:00:00",Standard Class,Consumer,Central,Texas,Austin,259.14,10,2018,1,RB-19330,Randy Bradley,1,337.82,84.45,"2018-10-23 00:00:00",68,3,1,2,6,"312",Спящие клиенты
CB-12025,Cassandra Brandow,CA-2018-100160,OFF-LA-10002475,Avery 519,Office Supplies,Labels,"2018-09-07 00:00:00","2018-09-11 00:00:00",Standard Class,Consumer,East,Pennsylvania,Philadelphia,29.24,9,2018,5,CB-12025,Cassandra Brandow,5,1047.58,116.4,"2018-11-13 00:00:00",47,2,4,3,9,"243",Лояльные клиенты
CB-12025,Cassandra Brandow,CA-2018-100160,OFF-PA-10003072,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Office Supplies,Paper,"2018-09-07 00:00:00","2018-09-11 00:00:00",Standard Class,Consumer,East,Pennsylvania,Philadelphia,15.55,9,2018,5,CB-12025,Cassandra Brandow,5,1047.58,116.4,"2018-11-13 00:00:00",47,2,4,3,9,"243",Лояльные клиенты
CB-12025,Cassandra Brandow,CA-2018-100160,OFF-EN-10001509,Poly String Tie Envelopes,Office Supplies,Envelopes,"2018-09-07 00:00:00","2018-09-11 00:00:00",Standard Class,Consumer,East,Pennsylvania,Philadelphia,4.9,9,2018,5,CB-12025,Cassandra Brandow,5,1047.58,116.4,"2018-11-13 00:00:00",47,2,4,3,9,"243",Лояльные клиенты
AH-10465,Amy Hunt,CA-2018-115546,TEC-PH-10002834,Google Nexus 5,Technology,Phones,"2018-05-14 00:00:00","2018-05-18 00:00:00",Standard Class,Consumer,East,New York,New York City,539.97,5,2018,2,AH-10465,Amy Hunt,2,577.49,192.5,"2018-05-14 00:00:00",230,4,2,2,8,"422",Потерянные клиенты
AH-10465,Amy Hunt,CA-2018-115546,OFF-ST-10002214,X-Rack File for Hanging Folders,Office Supplies,Storage,"2018-05-14 00:00:00","2018-05-18 00:00:00",Standard Class,Consumer,East,New York,New York City,22.58,5,2018,2,AH-10465,Amy Hunt,2,577.49,192.5,"2018-05-14 00:00:00",230,4,2,2,8,"422",Потерянные клиенты
TP-21565,Tracy Poddar,US-2018-106131,TEC-AC-10003027,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,"2018-01-14 00:00:00","2018-01-16 00:00:00",First Class,Corporate,West,Colorado,Aurora,169.06,1,2018,1,TP-21565,Tracy Poddar,1,337.68,168.84,"2018-01-14 00:00:00",350,4,1,2,7,"412",Потерянные клиенты
TP-21565,Tracy Poddar,US-2018-106131,OFF-ST-10003638,Mobile Personal File Cube,Office Supplies,Storage,"2018-01-14 00:00:00","2018-01-16 00:00:00",First Class,Corporate,West,Colorado,Aurora,168.62,1,2018,1,TP-21565,Tracy Poddar,1,337.68,168.84,"2018-01-14 00:00:00",350,4,1,2,7,"412",Потерянные клиенты
JK-15370,Jay Kimmel,CA-2018-100601,OFF-ST-10002486,Eldon Shelf Savers Cubes and Bins,Office Supplies,Storage,"2018-11-16 00:00:00","2018-11-20 00:00:00",Standard Class,Consumer,West,California,Fresno,48.86,11,2018,3,JK-15370,Jay Kimmel,3,429.25,61.32,"2018-11-16 00:00:00",44,2,3,2,7,"232",Лояльные клиенты
BF-11170,Ben Ferrer,US-2018-119039,OFF-BI-10004182,Economy Binders,Office Supplies,Binders,"2018-03-06 00:00:00","2018-03-10 00:00:00",Standard Class,Home Office,West,California,San Francisco,14.98,3,2018,2,BF-11170,Ben Ferrer,2,1858.38,309.73,"2018-12-14 00:00:00",16,1,3,4,8,"134",Новые клиенты
JK-15730,Joe Kamberova,CA-2018-128426,OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,Binders,"2018-10-07 00:00:00","2018-10-11 00:00:00",Standard Class,Consumer,Central,Texas,Houston,4.24,10,2018,3,JK-15730,Joe Kamberova,3,246.95,82.32,"2018-10-07 00:00:00",84,3,3,2,8,"332",Спящие клиенты
CR-12820,Cyra Reiten,US-2018-136868,TEC-AC-10001539,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,Technology,Accessories,"2018-10-06 00:00:00","2018-10-12 00:00:00",Standard Class,Home Office,East,New York,New York City,319.96,10,2018,2,CR-12820,Cyra Reiten,2,1384.76,230.79,"2018-10-06 00:00:00",85,3,3,4,10,"334",Спящие клиенты
CR-12820,Cyra Reiten,US-2018-136868,OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Office Supplies,Paper,"2018-10-06 00:00:00","2018-10-12 00:00:00",Standard Class,Home Office,East,New York,New York City,17.04,10,2018,2,CR-12820,Cyra Reiten,2,1384.76,230.79,"2018-10-06 00:00:00",85,3,3,4,10,"334",Спящие клиенты
CR-12820,Cyra Reiten,US-2018-136868,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage,"2018-10-06 00:00:00","2018-10-12 00:00:00",Standard Class,Home Office,East,New York,New York City,344.91,10,2018,2,CR-12820,Cyra Reiten,2,1384.76,230.79,"2018-10-06 00:00:00",85,3,3,4,10,"334",Спящие клиенты
SG-20890,Susan Gilcrest,CA-2018-112536,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders,"2018-05-18 00:00:00","2018-05-23 00:00:00",Standard Class,Corporate,Central,Texas,Mcallen,6.87,5,2018,1,SG-20890,Susan Gilcrest,1,17.8,5.93,"2018-05-18 00:00:00",226,4,1,1,6,"411",Потерянные клиенты
SG-20890,Susan Gilcrest,CA-2018-112536,OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Office Supplies,Binders,"2018-05-18 00:00:00","2018-05-23 00:00:00",Standard Class,Corporate,Central,Texas,Mcallen,2.0,5,2018,1,SG-20890,Susan Gilcrest,1,17.8,5.93,"2018-05-18 00:00:00",226,4,1,1,6,"411",Потерянные клиенты
SG-20890,Susan Gilcrest,CA-2018-112536,OFF-ST-10004835,Plastic Stacking Crates & Casters,Office Supplies,Storage,"2018-05-18 00:00:00","2018-05-23 00:00:00",Standard Class,Corporate,Central,Texas,Mcallen,8.93,5,2018,1,SG-20890,Susan Gilcrest,1,17.8,5.93,"2018-05-18 00:00:00",226,4,1,1,6,"411",Потерянные клиенты
HL-15040,Hunter Lopez,CA-2018-166709,TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier,Technology,Copiers,"2018-11-17 00:00:00","2018-11-22 00:00:00",Standard Class,Consumer,East,Delaware,Newark,10499.97,11,2018,2,HL-15040,Hunter Lopez,2,10522.55,5261.27,"2018-11-17 00:00:00",43,2,3,4,9,"234",Лояльные клиенты
AH-10585,Angele Hood,CA-2018-109715,OFF-PA-10004965,Xerox 1921,Office Supplies,Paper,"2018-12-09 00:00:00","2018-12-14 00:00:00",Standard Class,Consumer,Central,Illinois,Chicago,15.98,12,2018,2,AH-10585,Angele Hood,2,255.22,127.61,"2018-12-09 00:00:00",21,1,2,2,5,"122",Новые клиенты
NC-18535,Nick Crebassa,CA-2018-149881,FUR-BO-10003894,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Furniture,Bookcases,"2018-04-01 00:00:00","2018-04-03 00:00:00",First Class,Corporate,West,California,San Francisco,482.66,4,2018,4,NC-18535,Nick Crebassa,4,5773.13,824.73,"2018-12-24 00:00:00",6,1,4,4,9,"144",Новые клиенты
NC-18535,Nick Crebassa,CA-2018-149881,TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,Technology,Machines,"2018-04-01 00:00:00","2018-04-03 00:00:00",First Class,Corporate,West,California,San Francisco,4799.98,4,2018,4,NC-18535,Nick Crebassa,4,5773.13,824.73,"2018-12-24 00:00:00",6,1,4,4,9,"144",Новые клиенты
TB-21400,Tom Boeckenhauer,CA-2018-134565,OFF-PA-10004243,Xerox 1939,Office Supplies,Paper,"2018-06-11 00:00:00","2018-06-13 00:00:00",Second Class,Consumer,West,Washington,Seattle,37.94,6,2018,2,TB-21400,Tom Boeckenhauer,2,890.28,127.18,"2018-06-11 00:00:00",202,4,2,3,9,"423",Потерянные клиенты
TB-21400,Tom Boeckenhauer,CA-2018-134565,OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Office Supplies,Binders,"2018-06-11 00:00:00","2018-06-13 00:00:00",Second Class,Consumer,West,Washington,Seattle,18.29,6,2018,2,TB-21400,Tom Boeckenhauer,2,890.28,127.18,"2018-06-11 00:00:00",202,4,2,3,9,"423",Потерянные клиенты
TB-21400,Tom Boeckenhauer,CA-2018-134565,TEC-MA-10001570,Cisco Desktop Collaboration Experience DX650 IP Video Phone,Technology,Machines,"2018-06-11 00:00:00","2018-06-13 00:00:00",Second Class,Consumer,West,Washington,Seattle,385.8,6,2018,2,TB-21400,Tom Boeckenhauer,2,890.28,127.18,"2018-06-11 00:00:00",202,4,2,3,9,"423",Потерянные клиенты
TB-21400,Tom Boeckenhauer,CA-2018-134565,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Storage,"2018-06-11 00:00:00","2018-06-13 00:00:00",Second Class,Consumer,West,Washington,Seattle,102.96,6,2018,2,TB-21400,Tom Boeckenhauer,2,890.28,127.18,"2018-06-11 00:00:00",202,4,2,3,9,"423",Потерянные клиенты
TB-21400,Tom Boeckenhauer,CA-2018-134565,FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,"2018-06-11 00:00:00","2018-06-13 00:00:00",Second Class,Consumer,West,Washington,Seattle,174.42,6,2018,2,TB-21400,Tom Boeckenhauer,2,890.28,127.18,"2018-06-11 00:00:00",202,4,2,3,9,"423",Потерянные клиенты
WB-21850,William Brown,CA-2018-120327,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,Fasteners,"2018-11-11 00:00:00","2018-11-16 00:00:00",Standard Class,Consumer,Central,Iowa,Urbandale,45.92,11,2018,3,WB-21850,William Brown,3,1237.73,176.82,"2018-12-10 00:00:00",20,1,3,3,7,"133",Новые клиенты
LS-16945,Linda Southworth,CA-2018-100223,FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furniture,Furnishings,"2018-07-05 00:00:00","2018-07-10 00:00:00",Standard Class,Corporate,Central,Texas,Dallas,332.03,7,2018,3,LS-16945,Linda Southworth,3,476.15,68.02,"2018-07-05 00:00:00",178,4,3,2,9,"432",Потерянные клиенты
LS-16945,Linda Southworth,CA-2018-100223,OFF-BI-10003429,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Office Supplies,Binders,"2018-07-05 00:00:00","2018-07-10 00:00:00",Standard Class,Corporate,Central,Texas,Dallas,11.39,7,2018,3,LS-16945,Linda Southworth,3,476.15,68.02,"2018-07-05 00:00:00",178,4,3,2,9,"432",Потерянные клиенты
LS-16945,Linda Southworth,CA-2018-100223,OFF-PA-10000232,Xerox 1975,Office Supplies,Paper,"2018-07-05 00:00:00","2018-07-10 00:00:00",Standard Class,Corporate,Central,Texas,Dallas,15.55,7,2018,3,LS-16945,Linda Southworth,3,476.15,68.02,"2018-07-05 00:00:00",178,4,3,2,9,"432",Потерянные клиенты
LS-16945,Linda Southworth,CA-2018-100223,OFF-PA-10002195,Xerox 1966,Office Supplies,Paper,"2018-07-05 00:00:00","2018-07-10 00:00:00",Standard Class,Corporate,Central,Texas,Dallas,31.1,7,2018,3,LS-16945,Linda Southworth,3,476.15,68.02,"2018-07-05 00:00:00",178,4,3,2,9,"432",Потерянные клиенты
LS-16945,Linda Southworth,CA-2018-100223,OFF-BI-10004492,Tuf-Vin Binders,Office Supplies,Binders,"2018-07-05 00:00:00","2018-07-10 00:00:00",Standard Class,Corporate,Central,Texas,Dallas,6.32,7,2018,3,LS-16945,Linda Southworth,3,476.15,68.02,"2018-07-05 00:00:00",178,4,3,2,9,"432",Потерянные клиенты
MD-17860,Michael Dominguez,CA-2018-104024,OFF-AR-10001972,Newell 323,Office Supplies,Art,"2018-08-29 00:00:00","2018-09-03 00:00:00",Second Class,Corporate,East,Pennsylvania,Philadelphia,9.41,8,2018,4,MD-17860,Michael Dominguez,4,1090.13,218.03,"2018-11-24 00:00:00",36,2,4,3,9,"243",Лояльные клиенты
MZ-17335,Maria Zettner,CA-2018-147144,OFF-AR-10004587,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",Office Supplies,Art,"2018-03-26 00:00:00","2018-03-28 00:00:00",First Class,Home Office,West,Washington,Seattle,19.83,3,2018,2,MZ-17335,Maria Zettner,2,45.66,22.83,"2018-11-30 00:00:00",30,2,2,1,5,"221",Лояльные клиенты
KB-16600,Ken Brennan,CA-2018-158673,OFF-PA-10000994,Xerox 1915,Office Supplies,Paper,"2018-12-29 00:00:00","2019-01-04 00:00:00",Standard Class,Corporate,Central,Michigan,Grand Rapids,209.7,12,2018,3,KB-16600,Ken Brennan,3,877.85,175.57,"2018-12-29 00:00:00",1,1,3,3,7,"133",Новые клиенты
LS-16975,Lindsay Shagiari,CA-2018-117702,OFF-AR-10004582,BIC Brite Liner Grip Highlighters,Office Supplies,Art,"2018-11-28 00:00:00","2018-12-04 00:00:00",Standard Class,Home Office,East,Maryland,Baltimore,1.64,11,2018,3,LS-16975,Lindsay Shagiari,3,1362.59,136.26,"2018-12-10 00:00:00",20,1,3,4,8,"134",Новые клиенты
LS-16975,Lindsay Shagiari,CA-2018-117702,FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,Furnishings,"2018-11-28 00:00:00","2018-12-04 00:00:00",Standard Class,Home Office,East,Maryland,Baltimore,1049.2,11,2018,3,LS-16975,Lindsay Shagiari,3,1362.59,136.26,"2018-12-10 00:00:00",20,1,3,4,8,"134",Новые клиенты
LS-16975,Lindsay Shagiari,CA-2018-117702,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings,"2018-11-28 00:00:00","2018-12-04 00:00:00",Standard Class,Home Office,East,Maryland,Baltimore,20.9,11,2018,3,LS-16975,Lindsay Shagiari,3,1362.59,136.26,"2018-12-10 00:00:00",20,1,3,4,8,"134",Новые клиенты
TS-21610,Troy Staebel,CA-2018-163160,OFF-PA-10003127,Easy-staple paper,Office Supplies,Paper,"2018-10-13 00:00:00","2018-10-16 00:00:00",First Class,Consumer,Central,Illinois,Freeport,63.31,10,2018,4,TS-21610,Troy Staebel,4,1657.31,207.16,"2018-11-05 00:00:00",55,2,4,4,10,"244",Лояльные клиенты
TS-21610,Troy Staebel,CA-2018-163160,OFF-BI-10000778,GBC VeloBinder Electric Binding Machine,Office Supplies,Binders,"2018-10-13 00:00:00","2018-10-16 00:00:00",First Class,Consumer,Central,Illinois,Freeport,96.78,10,2018,4,TS-21610,Troy Staebel,4,1657.31,207.16,"2018-11-05 00:00:00",55,2,4,4,10,"244",Лояльные клиенты
TS-21610,Troy Staebel,CA-2018-163160,FUR-FU-10001424,Dax Clear Box Frame,Furniture,Furnishings,"2018-10-13 00:00:00","2018-10-16 00:00:00",First Class,Consumer,Central,Illinois,Freeport,10.48,10,2018,4,TS-21610,Troy Staebel,4,1657.31,207.16,"2018-11-05 00:00:00",55,2,4,4,10,"244",Лояльные клиенты
LO-17170,Lori Olson,CA-2018-118367,OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,Envelopes,"2018-10-28 00:00:00","2018-11-02 00:00:00",Second Class,Corporate,East,New York,New York City,47.98,10,2018,3,LO-17170,Lori Olson,3,421.4,70.23,"2018-12-28 00:00:00",2,1,3,2,6,"132",Новые клиенты
RS-19420,Ricardo Sperren,CA-2018-164819,OFF-LA-10001045,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,Labels,"2018-10-15 00:00:00","2018-10-19 00:00:00",Second Class,Corporate,East,Connecticut,Fairfield,13.05,10,2018,3,RS-19420,Ricardo Sperren,3,1971.87,394.37,"2018-10-15 00:00:00",76,3,4,4,11,"344",Спящие клиенты
CC-12475,Cindy Chapman,CA-2018-158344,TEC-AC-10002006,Memorex Micro Travel Drive 16 GB,Technology,Accessories,"2018-08-07 00:00:00","2018-08-11 00:00:00",Standard Class,Consumer,Central,Minnesota,Moorhead,63.96,8,2018,4,CC-12475,Cindy Chapman,4,800.61,114.37,"2018-11-21 00:00:00",39,2,4,3,9,"243",Лояльные клиенты
KT-16480,Kean Thornton,CA-2018-123351,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,Appliances,"2018-09-21 00:00:00","2018-09-25 00:00:00",Standard Class,Consumer,South,Georgia,Columbus,80.48,9,2018,5,KT-16480,Kean Thornton,5,318.86,63.77,"2018-09-21 00:00:00",100,3,4,2,9,"342",Спящие клиенты
DM-13015,Darrin Martin,CA-2018-110429,OFF-BI-10000216,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Office Supplies,Binders,"2018-11-03 00:00:00","2018-11-08 00:00:00",Standard Class,Consumer,East,Pennsylvania,Philadelphia,11.67,11,2018,3,DM-13015,Darrin Martin,3,1506.1,251.02,"2018-11-03 00:00:00",57,3,3,4,10,"334",Спящие клиенты
AM-10705,Anne McFarland,US-2018-124821,FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Tables,"2018-06-25 00:00:00","2018-06-29 00:00:00",Second Class,Consumer,West,Washington,Seattle,871.4,6,2018,3,AM-10705,Anne McFarland,3,2207.22,245.25,"2018-07-21 00:00:00",162,4,4,4,12,"444",Потерянные клиенты
SF-20200,Sarah Foster,US-2018-158505,TEC-PH-10004071,PayAnywhere Card Reader,Technology,Phones,"2018-07-21 00:00:00","2018-07-21 00:00:00",Same Day,Consumer,West,Utah,Murray,71.93,7,2018,3,SF-20200,Sarah Foster,3,2909.24,581.85,"2018-11-01 00:00:00",59,3,4,4,11,"344",Спящие клиенты
SF-20200,Sarah Foster,US-2018-158505,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,"2018-07-21 00:00:00","2018-07-21 00:00:00",Same Day,Consumer,West,Utah,Murray,25.99,7,2018,3,SF-20200,Sarah Foster,3,2909.24,581.85,"2018-11-01 00:00:00",59,3,4,4,11,"344",Спящие клиенты
NF-18595,Nicole Fjeld,CA-2018-151358,OFF-ST-10000046,Fellowes Super Stor/Drawer Files,Office Supplies,Storage,"2018-08-18 00:00:00","2018-08-22 00:00:00",Standard Class,Home Office,West,Washington,Seattle,323.1,8,2018,2,NF-18595,Nicole Fjeld,2,396.11,198.06,"2018-09-07 00:00:00",114,3,2,2,7,"322",Спящие клиенты
EH-14005,Erica Hernandez,CA-2018-127516,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage,"2018-12-28 00:00:00","2019-01-03 00:00:00",Standard Class,Home Office,South,Tennessee,Nashville,64.78,12,2018,4,EH-14005,Erica Hernandez,4,619.72,88.53,"2018-12-28 00:00:00",2,1,4,3,8,"143",Новые клиенты
AT-10435,Alyssa Tate,CA-2018-102407,OFF-AR-10000122,Newell 314,Office Supplies,Art,"2018-12-09 00:00:00","2018-12-13 00:00:00",Second Class,Home Office,West,California,Los Angeles,11.16,12,2018,2,AT-10435,Alyssa Tate,2,1107.61,276.9,"2018-12-09 00:00:00",21,1,3,3,7,"133",Новые клиенты
AT-10435,Alyssa Tate,CA-2018-102407,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,Furniture,Tables,"2018-12-09 00:00:00","2018-12-13 00:00:00",Second Class,Home Office,West,California,Los Angeles,896.33,12,2018,2,AT-10435,Alyssa Tate,2,1107.61,276.9,"2018-12-09 00:00:00",21,1,3,3,7,"133",Новые клиенты
AT-10435,Alyssa Tate,CA-2018-102407,OFF-AP-10001394,Harmony Air Purifier,Office Supplies,Appliances,"2018-12-09 00:00:00","2018-12-13 00:00:00",Second Class,Home Office,West,California,Los Angeles,189.0,12,2018,2,AT-10435,Alyssa Tate,2,1107.61,276.9,"2018-12-09 00:00:00",21,1,3,3,7,"133",Новые клиенты
EB-13870,Emily Burns,CA-2018-130967,TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),Technology,Phones,"2018-03-10 00:00:00","2018-03-16 00:00:00",Standard Class,Consumer,East,Pennsylvania,Philadelphia,53.98,3,2018,3,EB-13870,Emily Burns,3,475.03,158.34,"2018-09-21 00:00:00",100,3,3,2,8,"332",Спящие клиенты
DW-13195,David Wiener,CA-2018-101581,FUR-TA-10002607,KI Conference Tables,Furniture,Tables,"2018-10-22 00:00:00","2018-10-27 00:00:00",Standard Class,Corporate,West,Oregon,Redmond,177.22,10,2018,2,DW-13195,David Wiener,2,204.4,102.2,"2018-10-22 00:00:00",69,3,2,2,7,"322",Спящие клиенты
MB-17305,Maria Bertelson,CA-2018-169124,FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furniture,Furnishings,"2018-07-03 00:00:00","2018-07-10 00:00:00",Standard Class,Consumer,West,California,Citrus Heights,129.39,7,2018,4,MB-17305,Maria Bertelson,4,566.69,94.45,"2018-11-12 00:00:00",48,2,4,2,8,"242",Лояльные клиенты
TH-21235,Tiffany House,CA-2018-117261,OFF-ST-10000419,"Rogers Jumbo File, Granite",Office Supplies,Storage,"2018-09-04 00:00:00","2018-09-10 00:00:00",Standard Class,Corporate,West,California,Los Angeles,54.32,9,2018,3,TH-21235,Tiffany House,3,655.15,109.19,"2018-09-04 00:00:00",117,3,3,3,9,"333",Спящие клиенты
PO-18850,Patrick O'Brill,CA-2018-129021,TEC-PH-10001459,Samsung Galaxy Mega 6.3,Technology,Phones,"2018-08-23 00:00:00","2018-08-26 00:00:00",Second Class,Consumer,South,Florida,Tallahassee,4367.9,8,2018,5,PO-18850,Patrick O'Brill,5,5308.11,530.81,"2018-12-26 00:00:00",4,1,4,4,9,"144",Новые клиенты
PO-18850,Patrick O'Brill,CA-2018-129021,OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Office Supplies,Paper,"2018-08-23 00:00:00","2018-08-26 00:00:00",Second Class,Consumer,South,Florida,Tallahassee,49.57,8,2018,5,PO-18850,Patrick O'Brill,5,5308.11,530.81,"2018-12-26 00:00:00",4,1,4,4,9,"144",Новые клиенты
PO-18850,Patrick O'Brill,CA-2018-129021,OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,Appliances,"2018-08-23 00:00:00","2018-08-26 00:00:00",Second Class,Consumer,South,Florida,Tallahassee,161.38,8,2018,5,PO-18850,Patrick O'Brill,5,5308.11,530.81,"2018-12-26 00:00:00",4,1,4,4,9,"144",Новые клиенты
PO-18850,Patrick O'Brill,CA-2018-129021,FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,Furnishings,"2018-08-23 00:00:00","2018-08-26 00:00:00",Second Class,Consumer,South,Florida,Tallahassee,2.78,8,2018,5,PO-18850,Patrick O'Brill,5,5308.11,530.81,"2018-12-26 00:00:00",4,1,4,4,9,"144",Новые клиенты
PO-18850,Patrick O'Brill,CA-2018-129021,OFF-PA-10000141,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Office Supplies,Paper,"2018-08-23 00:00:00","2018-08-26 00:00:00",Second Class,Consumer,South,Florida,Tallahassee,8.72,8,2018,5,PO-18850,Patrick O'Brill,5,5308.11,530.81,"2018-12-26 00:00:00",4,1,4,4,9,"144",Новые клиенты
DC-13285,Debra Catini,US-2018-136189,FUR-FU-10000175,DAX Wood Document Frame.,Furniture,Furnishings,"2018-12-07 00:00:00","2018-12-11 00:00:00",Standard Class,Consumer,South,Virginia,Richmond,82.38,12,2018,2,DC-13285,Debra Catini,2,390.05,195.03,"2018-12-07 00:00:00",23,1,2,2,5,"122",Новые клиенты
JC-15775,John Castell,CA-2018-118360,OFF-PA-10000791,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Office Supplies,Paper,"2018-04-01 00:00:00","2018-04-07 00:00:00",Standard Class,Consumer,East,New York,New York City,42.93,4,2018,5,JC-15775,John Castell,5,1622.05,180.23,"2018-07-25 00:00:00",158,4,4,4,12,"444",Потерянные клиенты
PO-18850,Patrick O'Brill,CA-2018-149853,OFF-PA-10000556,Xerox 208,Office Supplies,Paper,"2018-10-03 00:00:00","2018-10-09 00:00:00",Standard Class,Consumer,South,Florida,Hialeah,15.55,10,2018,5,PO-18850,Patrick O'Brill,5,5308.11,530.81,"2018-12-26 00:00:00",4,1,4,4,9,"144",Новые клиенты
PO-18850,Patrick O'Brill,CA-2018-149853,OFF-AP-10000804,Hoover Portapower Portable Vacuum,Office Supplies,Appliances,"2018-10-03 00:00:00","2018-10-09 00:00:00",Standard Class,Consumer,South,Florida,Hialeah,17.92,10,2018,5,PO-18850,Patrick O'Brill,5,5308.11,530.81,"2018-12-26 00:00:00",4,1,4,4,9,"144",Новые клиенты
SS-20875,Sung Shariari,CA-2018-107909,TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,Accessories,"2018-09-01 00:00:00","2018-09-06 00:00:00",Standard Class,Consumer,West,Washington,Redmond,19.99,9,2018,1,SS-20875,Sung Shariari,1,42.91,21.45,"2018-09-01 00:00:00",120,4,1,1,6,"411",Потерянные клиенты
